source_image,output_image,class_id,class_name,prompt,seed,accepted,reject_reason,bbox_pixel_diff,mask_padding,inference_steps,label_count_original,label_count_output,label_sanity_ok,output_exists,output_size_matches,nontrivial_image
/content/data/processed/base/images/train/168491d56dcc6e1914d23fe3d298cee5.jpg,/content/data/processed/synthetic_inpaint/images/train/168491d56dcc6e1914d23fe3d298cee5_selective_c26_0011_s2600053.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600053,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/18ebab6239d087e8214f3a9ea7a2d2d7.jpg,/content/data/processed/synthetic_inpaint/images/train/18ebab6239d087e8214f3a9ea7a2d2d7_selective_c26_0012_s2600054.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600054,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/19b0d99a3f58395961d3f82367838065.jpg,/content/data/processed/synthetic_inpaint/images/train/19b0d99a3f58395961d3f82367838065_selective_c26_0013_s2600055.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600055,True,,0.0,0.1,20,3,3,True,True,True,True
/content/data/processed/base/images/train/1ad54f9f2c8bfd0a29d80392dde75e30.jpg,/content/data/processed/synthetic_inpaint/images/train/1ad54f9f2c8bfd0a29d80392dde75e30_selective_c26_0014_s2600056.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600056,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/1c99615191abc734b738d34200156fe6.jpg,/content/data/processed/synthetic_inpaint/images/train/1c99615191abc734b738d34200156fe6_selective_c26_0015_s2600057.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600057,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/1ccde0cab5f7c7d51bcd1337322a4273.jpg,/content/data/processed/synthetic_inpaint/images/train/1ccde0cab5f7c7d51bcd1337322a4273_selective_c26_0016_s2600058.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600058,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/1e03524dfb3a927e8d891e42ebff7b64.jpg,/content/data/processed/synthetic_inpaint/images/train/1e03524dfb3a927e8d891e42ebff7b64_selective_c26_0017_s2600059.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600059,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/1efef1ac033066b55d05be7ff03ffd6a.jpg,/content/data/processed/synthetic_inpaint/images/train/1efef1ac033066b55d05be7ff03ffd6a_selective_c26_0018_s2600060.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600060,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/1f6fbcfa7ecf5f243c7dc8c05d673548.jpg,/content/data/processed/synthetic_inpaint/images/train/1f6fbcfa7ecf5f243c7dc8c05d673548_selective_c26_0019_s2600061.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600061,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/229f46cbbd6782105c6ce2df4dd9bd03.jpg,/content/data/processed/synthetic_inpaint/images/train/229f46cbbd6782105c6ce2df4dd9bd03_selective_c26_0020_s2600062.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600062,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/2408bfdb522e32f50cfd1a8187e8c1e3.jpg,/content/data/processed/synthetic_inpaint/images/train/2408bfdb522e32f50cfd1a8187e8c1e3_selective_c26_0021_s2600063.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600063,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/243231882efc9ed0e86c035784e70a9e.jpg,/content/data/processed/synthetic_inpaint/images/train/243231882efc9ed0e86c035784e70a9e_selective_c26_0022_s2600064.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600064,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/243c981f83392913d677b3804c8ab319.jpg,/content/data/processed/synthetic_inpaint/images/train/243c981f83392913d677b3804c8ab319_selective_c26_0023_s2600065.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600065,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/2539de58ddad538d810a24023373df71.jpg,/content/data/processed/synthetic_inpaint/images/train/2539de58ddad538d810a24023373df71_selective_c26_0024_s2600066.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600066,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/254ce5225ace3385d875058872f65418.jpg,/content/data/processed/synthetic_inpaint/images/train/254ce5225ace3385d875058872f65418_selective_c26_0025_s2600067.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600067,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/26343bb7a1f01ed7cbbd3af51d9f44ba.jpg,/content/data/processed/synthetic_inpaint/images/train/26343bb7a1f01ed7cbbd3af51d9f44ba_selective_c26_0026_s2600068.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600068,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/2812df333725f03773533fc5a2a41ee0.jpg,/content/data/processed/synthetic_inpaint/images/train/2812df333725f03773533fc5a2a41ee0_selective_c26_0027_s2600069.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600069,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/2887141afb15542d50a560352c809969.jpg,/content/data/processed/synthetic_inpaint/images/train/2887141afb15542d50a560352c809969_selective_c26_0028_s2600070.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600070,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/2ed99d6917cc3a481ff316b7f91c17c5.jpg,/content/data/processed/synthetic_inpaint/images/train/2ed99d6917cc3a481ff316b7f91c17c5_selective_c26_0029_s2600071.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600071,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/30018bd937aa3713929fffdb26ceee1c.jpg,/content/data/processed/synthetic_inpaint/images/train/30018bd937aa3713929fffdb26ceee1c_selective_c26_0030_s2600072.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600072,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/3375b007eacc87b5af91053acb04d395.jpg,/content/data/processed/synthetic_inpaint/images/train/3375b007eacc87b5af91053acb04d395_selective_c26_0031_s2600073.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600073,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/33fa7c3c8f9c1b3abff0866de027dac4.jpg,/content/data/processed/synthetic_inpaint/images/train/33fa7c3c8f9c1b3abff0866de027dac4_selective_c26_0032_s2600074.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600074,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/345c1bf537fd02ff4e920d084656e702.jpg,/content/data/processed/synthetic_inpaint/images/train/345c1bf537fd02ff4e920d084656e702_selective_c26_0033_s2600075.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600075,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/3512f2d38983d0c3490c270645493b66.jpg,/content/data/processed/synthetic_inpaint/images/train/3512f2d38983d0c3490c270645493b66_selective_c26_0034_s2600076.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600076,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/36309e803c1df8bae4fcfb095ad8920d.jpg,/content/data/processed/synthetic_inpaint/images/train/36309e803c1df8bae4fcfb095ad8920d_selective_c26_0035_s2600077.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600077,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/366bdc4e5fc1e084bca38a13d8c45ac9.jpg,/content/data/processed/synthetic_inpaint/images/train/366bdc4e5fc1e084bca38a13d8c45ac9_selective_c26_0036_s2600078.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600078,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/3682413661205abfe5cf0cfdc742b39f.jpg,/content/data/processed/synthetic_inpaint/images/train/3682413661205abfe5cf0cfdc742b39f_selective_c26_0037_s2600079.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600079,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/36c14188deb9874a987987359a761ec6.jpg,/content/data/processed/synthetic_inpaint/images/train/36c14188deb9874a987987359a761ec6_selective_c26_0038_s2600080.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600080,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/3a261b0e326d2ded5c86567ade196d85.jpg,/content/data/processed/synthetic_inpaint/images/train/3a261b0e326d2ded5c86567ade196d85_selective_c26_0039_s2600081.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600081,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/3a569399a568cc4f0c8e903f0b3aa055.jpg,/content/data/processed/synthetic_inpaint/images/train/3a569399a568cc4f0c8e903f0b3aa055_selective_c26_0040_s2600082.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600082,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/3b5e574e93ec56d7b1228702ffba18e3.jpg,/content/data/processed/synthetic_inpaint/images/train/3b5e574e93ec56d7b1228702ffba18e3_selective_c26_0041_s2600083.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600083,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/3e301901474d54cf4cfcaefcc7ddf7ab.jpg,/content/data/processed/synthetic_inpaint/images/train/3e301901474d54cf4cfcaefcc7ddf7ab_selective_c26_0042_s2600084.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600084,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/42468986e854d485eb8f969faa3bcc6d.jpg,/content/data/processed/synthetic_inpaint/images/train/42468986e854d485eb8f969faa3bcc6d_selective_c26_0043_s2600085.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600085,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/46704c5929146d477572f60f3b726371.jpg,/content/data/processed/synthetic_inpaint/images/train/46704c5929146d477572f60f3b726371_selective_c26_0044_s2600086.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600086,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/481806b02a3bf589c36f6f192417e33d.jpg,/content/data/processed/synthetic_inpaint/images/train/481806b02a3bf589c36f6f192417e33d_selective_c26_0045_s2600087.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600087,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/48b9de0de65b1ed191940ae2b90a1cdc.jpg,/content/data/processed/synthetic_inpaint/images/train/48b9de0de65b1ed191940ae2b90a1cdc_selective_c26_0046_s2600088.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600088,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/48f47de9e85eaac84f963d3fef699f69.jpg,/content/data/processed/synthetic_inpaint/images/train/48f47de9e85eaac84f963d3fef699f69_selective_c26_0047_s2600089.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600089,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/49ed5608daa3fb27ff0f3b06fd0d2431.jpg,/content/data/processed/synthetic_inpaint/images/train/49ed5608daa3fb27ff0f3b06fd0d2431_selective_c26_0048_s2600090.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600090,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/4e953aec168cb5daf4b42690b656efa2.jpg,/content/data/processed/synthetic_inpaint/images/train/4e953aec168cb5daf4b42690b656efa2_selective_c26_0049_s2600091.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600091,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/4ec6b41eec792be31668208de7b309ae.jpg,/content/data/processed/synthetic_inpaint/images/train/4ec6b41eec792be31668208de7b309ae_selective_c26_0050_s2600092.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600092,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/500016730b0ec0f43377d2fee5fbbf91.jpg,/content/data/processed/synthetic_inpaint/images/train/500016730b0ec0f43377d2fee5fbbf91_selective_c26_0051_s2600093.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600093,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/50eb735bdd6202a5b2b7b4c11c7fecba.jpg,/content/data/processed/synthetic_inpaint/images/train/50eb735bdd6202a5b2b7b4c11c7fecba_selective_c26_0052_s2600094.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600094,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/52ca30fbdd8e92ec08a4494aeab64cd4.jpg,/content/data/processed/synthetic_inpaint/images/train/52ca30fbdd8e92ec08a4494aeab64cd4_selective_c26_0053_s2600095.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600095,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/52d769f568a9aef51d5d620419a94f9a.jpg,/content/data/processed/synthetic_inpaint/images/train/52d769f568a9aef51d5d620419a94f9a_selective_c26_0054_s2600096.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600096,True,,0.0,0.1,20,3,3,True,True,True,True
/content/data/processed/base/images/train/537499874ef0ac570c7a622998b36454.jpg,/content/data/processed/synthetic_inpaint/images/train/537499874ef0ac570c7a622998b36454_selective_c26_0055_s2600097.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600097,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/54022164c7e335a168a487c04f9bad98.jpg,/content/data/processed/synthetic_inpaint/images/train/54022164c7e335a168a487c04f9bad98_selective_c26_0056_s2600098.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600098,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/550e54f5165953b495970dfdd118b34e.jpg,/content/data/processed/synthetic_inpaint/images/train/550e54f5165953b495970dfdd118b34e_selective_c26_0057_s2600099.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600099,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5607298791d45fc867f4ac2ea94f297c.jpg,/content/data/processed/synthetic_inpaint/images/train/5607298791d45fc867f4ac2ea94f297c_selective_c26_0058_s2600100.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600100,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/59394d673a2a397a7dcbbd4a0bcf6997.jpg,/content/data/processed/synthetic_inpaint/images/train/59394d673a2a397a7dcbbd4a0bcf6997_selective_c26_0059_s2600101.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600101,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5a0210cdf5cb6ddcbb322cbb6a25e7ff.jpg,/content/data/processed/synthetic_inpaint/images/train/5a0210cdf5cb6ddcbb322cbb6a25e7ff_selective_c26_0060_s2600102.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600102,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5af81f69a66a2a8648f54d640dea78c4.jpg,/content/data/processed/synthetic_inpaint/images/train/5af81f69a66a2a8648f54d640dea78c4_selective_c26_0061_s2600103.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600103,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5cc02d3877bc9458da49ff161f4c8368.jpg,/content/data/processed/synthetic_inpaint/images/train/5cc02d3877bc9458da49ff161f4c8368_selective_c26_0062_s2600104.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600104,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5ceae466241db327b32b92efbadfe4a9.jpg,/content/data/processed/synthetic_inpaint/images/train/5ceae466241db327b32b92efbadfe4a9_selective_c26_0063_s2600105.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600105,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5d63dcc0dbb05fc2dffcab7d773406fb.jpg,/content/data/processed/synthetic_inpaint/images/train/5d63dcc0dbb05fc2dffcab7d773406fb_selective_c26_0064_s2600106.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600106,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/5f08f63b16372a90aa2d9a2fdd387293.jpg,/content/data/processed/synthetic_inpaint/images/train/5f08f63b16372a90aa2d9a2fdd387293_selective_c26_0065_s2600107.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600107,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/61f082319f5056cc9080b21d76918a11.jpg,/content/data/processed/synthetic_inpaint/images/train/61f082319f5056cc9080b21d76918a11_selective_c26_0066_s2600108.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600108,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/6267de5106d676c09429933f1622f9bd.jpg,/content/data/processed/synthetic_inpaint/images/train/6267de5106d676c09429933f1622f9bd_selective_c26_0067_s2600109.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600109,True,,0.0,0.1,20,4,4,True,True,True,True
/content/data/processed/base/images/train/662d220d7534a7c22e064331d049f309.jpg,/content/data/processed/synthetic_inpaint/images/train/662d220d7534a7c22e064331d049f309_selective_c26_0068_s2600110.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600110,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/67f207ce0094424d6e20f7ba0176ebbc.jpg,/content/data/processed/synthetic_inpaint/images/train/67f207ce0094424d6e20f7ba0176ebbc_selective_c26_0069_s2600111.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600111,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/6de9b653a6d88fed892ea8bfa12b2239.jpg,/content/data/processed/synthetic_inpaint/images/train/6de9b653a6d88fed892ea8bfa12b2239_selective_c26_0070_s2600112.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600112,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/6eb8dbd2816ae75a57a851cd19802c4a.jpg,/content/data/processed/synthetic_inpaint/images/train/6eb8dbd2816ae75a57a851cd19802c4a_selective_c26_0071_s2600113.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600113,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/71f52f5c730ddd4a9c595839dbc1a930.jpg,/content/data/processed/synthetic_inpaint/images/train/71f52f5c730ddd4a9c595839dbc1a930_selective_c26_0072_s2600114.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600114,True,,0.0,0.1,20,2,2,True,True,True,True
/content/data/processed/base/images/train/73656eb057cbd389202a6c40fa7bc0c2.jpg,/content/data/processed/synthetic_inpaint/images/train/73656eb057cbd389202a6c40fa7bc0c2_selective_c26_0073_s2600115.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600115,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/76094dfd00104767af21ec3d0235794d.jpg,/content/data/processed/synthetic_inpaint/images/train/76094dfd00104767af21ec3d0235794d_selective_c26_0074_s2600116.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600116,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/79d3576d465c198d6e20698e5ea5c068.jpg,/content/data/processed/synthetic_inpaint/images/train/79d3576d465c198d6e20698e5ea5c068_selective_c26_0075_s2600117.jpg,26,Mig31,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2600117,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/7ac2b5810f1ffa066cd14e0884bc220f.jpg,/content/data/processed/synthetic_inpaint/images/train/7ac2b5810f1ffa066cd14e0884bc220f_selective_c26_0076_s2600118.jpg,26,Mig31,"realistic runway background, military airbase, natural lighting, aviation photography",2600118,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/7af05c993e54ce6db678c63f2d8444ea.jpg,/content/data/processed/synthetic_inpaint/images/train/7af05c993e54ce6db678c63f2d8444ea_selective_c26_0077_s2600119.jpg,26,Mig31,"cloudy sky background, realistic atmosphere, aviation photography",2600119,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/7b53a9ad6ee74c13b79983cfeffe8553.jpg,/content/data/processed/synthetic_inpaint/images/train/7b53a9ad6ee74c13b79983cfeffe8553_selective_c26_0078_s2600120.jpg,26,Mig31,"clear blue sky, sunlight, realistic aircraft photography",2600120,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/7b681e1002d25fb5717f7250f04887e5.jpg,/content/data/processed/synthetic_inpaint/images/train/7b681e1002d25fb5717f7250f04887e5_selective_c26_0079_s2600121.jpg,26,Mig31,"desert airfield background, haze, realistic lighting",2600121,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/0152de18ba102f814ea28f5719f866dc.jpg,/content/data/processed/synthetic_inpaint/images/train/0152de18ba102f814ea28f5719f866dc_selective_c29_0000_s2900042.jpg,29,RQ4,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",2900042,True,,0.0,0.1,20,8,8,True,True,True,True
/content/data/processed/base/images/train/01731aca78a6a1b8a90217714b0ba98d.jpg,/content/data/processed/synthetic_inpaint/images/train/01731aca78a6a1b8a90217714b0ba98d_selective_c29_0001_s2900043.jpg,29,RQ4,"realistic runway background, military airbase, natural lighting, aviation photography",2900043,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/0173a2a50e5365c920224ed4de9bfad5.jpg,/content/data/processed/synthetic_inpaint/images/train/0173a2a50e5365c920224ed4de9bfad5_selective_c29_0002_s2900044.jpg,29,RQ4,"cloudy sky background, realistic atmosphere, aviation photography",2900044,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/033bc90c4bbd6c066a5fe0ee608688fa.jpg,/content/data/processed/synthetic_inpaint/images/train/033bc90c4bbd6c066a5fe0ee608688fa_selective_c29_0003_s2900045.jpg,29,RQ4,"clear blue sky, sunlight, realistic aircraft photography",2900045,True,,0.0,0.1,20,1,1,True,True,True,True
/content/data/processed/base/images/train/04a3d479d3aaf701476a705526bde6ee.jpg,/content/data/processed/synthetic_inpaint/images/train/04a3d479d3aaf701476a705526bde6ee_selective_c29_0004_s2900046.jpg,29,RQ4,"desert airfield background, haze, realistic lighting",2900046,True,,0.0,0.1,20,1,1,True,True,True,True
