source_image,output_image,class_id,class_name,prompt,seed,accepted,reject_reason,bbox_pixel_diff,mask_padding,inference_steps,label_count_original,label_count_output,label_sanity_ok,output_exists,output_size_matches,nontrivial_image
/content/data/processed_pilot/base/images/train/0cd8e3527ff8843c0abed0f2b4237b2f.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0cd8e3527ff8843c0abed0f2b4237b2f_uniform_c1_0010_s100052.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",100052,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/0d4df0394b30ef029ebdab78adb0497b.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0d4df0394b30ef029ebdab78adb0497b_uniform_c1_0011_s100053.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",100053,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0d6d9ddd77e8e06d0ad3f90d86562b77.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0d6d9ddd77e8e06d0ad3f90d86562b77_uniform_c1_0012_s100054.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",100054,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0df039260ed7ea35241dae4fb0ba8ce3.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0df039260ed7ea35241dae4fb0ba8ce3_uniform_c1_0013_s100055.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",100055,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0e716f31bca23b339e850909cd87f3ee.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e716f31bca23b339e850909cd87f3ee_uniform_c1_0014_s100056.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",100056,True,,0.0,0.08,10,3,3,True,True,True,True
/content/data/processed_pilot/base/images/train/10b5be01a0076494be580195fba068b9.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/10b5be01a0076494be580195fba068b9_uniform_c1_0015_s100057.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",100057,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/123a1d94a3f5fb17755c913227e22ce6.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/123a1d94a3f5fb17755c913227e22ce6_uniform_c1_0016_s100058.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",100058,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1404c8bff2966732e6a92d5540b3eee0.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1404c8bff2966732e6a92d5540b3eee0_uniform_c1_0017_s100059.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",100059,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1486c1a22cf03def2caea6b762e38282.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1486c1a22cf03def2caea6b762e38282_uniform_c1_0018_s100060.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",100060,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/171770f46575ca726c7ffc46227791fe.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/171770f46575ca726c7ffc46227791fe_uniform_c1_0019_s100061.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",100061,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/188ca74e68f97684d5093c2922590a8f.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/188ca74e68f97684d5093c2922590a8f_uniform_c1_0020_s100062.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",100062,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1baa21016514467a1e39a7681df8a287.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1baa21016514467a1e39a7681df8a287_uniform_c1_0021_s100063.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",100063,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/1c5d2dc14a867dd109bb37dd5f089d8a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1c5d2dc14a867dd109bb37dd5f089d8a_uniform_c1_0022_s100064.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",100064,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1e5c8eec9398303eab6d1bd287877de7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1e5c8eec9398303eab6d1bd287877de7_uniform_c1_0023_s100065.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",100065,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/00db76f676528477c66c93c7d24d7524.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/00db76f676528477c66c93c7d24d7524_uniform_c15_0000_s1500042.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500042,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/019f7906eb4c9cb55d26eaf85a55c888.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/019f7906eb4c9cb55d26eaf85a55c888_uniform_c15_0001_s1500043.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500043,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02995efe494d437a562b788de1c1836d.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02995efe494d437a562b788de1c1836d_uniform_c15_0002_s1500044.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500044,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02a412b9229b8ca99896791056474ac6.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02a412b9229b8ca99896791056474ac6_uniform_c15_0003_s1500045.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500045,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02cf490c16553169edf7a31d27cea041.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02cf490c16553169edf7a31d27cea041_uniform_c15_0004_s1500046.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500046,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/036179030343756747dc138155a452db.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/036179030343756747dc138155a452db_uniform_c15_0005_s1500047.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500047,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/03abb6cd9b107dfa28de1cc3fa93f6da.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03abb6cd9b107dfa28de1cc3fa93f6da_uniform_c15_0006_s1500048.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500048,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/07036a2bab3c2b6c594df2ff11933fe5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/07036a2bab3c2b6c594df2ff11933fe5_uniform_c15_0007_s1500049.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500049,True,,0.0,0.08,10,3,3,True,True,True,True
/content/data/processed_pilot/base/images/train/084feea5c395593b21019a5005dc2826.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/084feea5c395593b21019a5005dc2826_uniform_c15_0008_s1500050.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500050,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/099cff4d4177ed7910dee11cd426b560.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/099cff4d4177ed7910dee11cd426b560_uniform_c15_0009_s1500051.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500051,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0bfb6405e0451ac7fb1e119ac0286f0c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0bfb6405e0451ac7fb1e119ac0286f0c_uniform_c15_0010_s1500052.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500052,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/0d92bab5509040796b4e5d2b57257733.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0d92bab5509040796b4e5d2b57257733_uniform_c15_0011_s1500053.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500053,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0db493c6bc6f8d71de9c994760c7bfdf.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0db493c6bc6f8d71de9c994760c7bfdf_uniform_c15_0012_s1500054.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500054,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ed39399589fdcc0b862b167e27ad0a1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ed39399589fdcc0b862b167e27ad0a1_uniform_c15_0013_s1500055.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500055,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0fe6baa84605163800766dcb9e46e661.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0fe6baa84605163800766dcb9e46e661_uniform_c15_0014_s1500056.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500056,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/11a750e7654f548964bb592c3ce49f15.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/11a750e7654f548964bb592c3ce49f15_uniform_c15_0015_s1500057.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500057,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1304476292736068913004132ebd66ad.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1304476292736068913004132ebd66ad_uniform_c15_0016_s1500058.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500058,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/131c595156acce09b0fafe191395f649.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/131c595156acce09b0fafe191395f649_uniform_c15_0017_s1500059.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500059,True,,0.0,0.08,10,4,4,True,True,True,True
/content/data/processed_pilot/base/images/train/138bbaf5b597d8d87b419aae982fa9da.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/138bbaf5b597d8d87b419aae982fa9da_uniform_c15_0018_s1500060.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500060,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1894eea5d506832c92e89df379ddc32a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1894eea5d506832c92e89df379ddc32a_uniform_c15_0019_s1500061.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500061,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1b651671a5ee1adf39555baff7cde157.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1b651671a5ee1adf39555baff7cde157_uniform_c15_0020_s1500062.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500062,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1c32e3094163151d9ce3f0f99554dfeb.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1c32e3094163151d9ce3f0f99554dfeb_uniform_c15_0021_s1500063.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500063,True,,0.0,0.08,10,3,3,True,True,True,True
/content/data/processed_pilot/base/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41_uniform_c15_0022_s1500064.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500064,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/21e431419e4f3f2fec98a31bc933cb05.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/21e431419e4f3f2fec98a31bc933cb05_uniform_c15_0023_s1500065.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500065,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/000ec980b5b17156a55093b4bd6004ab.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/000ec980b5b17156a55093b4bd6004ab_uniform_c7_0000_s700042.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700042,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/005e486c03142ce64736bba86b347b96.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/005e486c03142ce64736bba86b347b96_uniform_c7_0001_s700043.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700043,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02c055a99b4b1054aa46eb299945e6ac.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02c055a99b4b1054aa46eb299945e6ac_uniform_c7_0002_s700044.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700044,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/03d5a31cb343f84b6745566c5671075c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03d5a31cb343f84b6745566c5671075c_uniform_c7_0003_s700045.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700045,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c_uniform_c7_0004_s700046.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700046,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0497bafdc79a76f855aa0687526c0265.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0497bafdc79a76f855aa0687526c0265_uniform_c7_0005_s700047.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700047,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/058c36a1f3c52872ae56cbf9efba3cd7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/058c36a1f3c52872ae56cbf9efba3cd7_uniform_c7_0006_s700048.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700048,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/07c22423a1fc3996fa5aef5af0afe152.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/07c22423a1fc3996fa5aef5af0afe152_uniform_c7_0007_s700049.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700049,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/08393207d7a27fa1f1a8ea16025a2e8c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/08393207d7a27fa1f1a8ea16025a2e8c_uniform_c7_0008_s700050.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700050,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/089a55b1e605caa0c46b956a3e63e1c5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/089a55b1e605caa0c46b956a3e63e1c5_uniform_c7_0009_s700051.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700051,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0978551bc6903340433012137d7d259a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0978551bc6903340433012137d7d259a_uniform_c7_0010_s700052.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700052,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/09991ea153fbfe09244966d8619f6b70.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/09991ea153fbfe09244966d8619f6b70_uniform_c7_0011_s700053.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700053,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/09ad162eee432447855e16597924bacc.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/09ad162eee432447855e16597924bacc_uniform_c7_0012_s700054.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700054,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ac42f60fe5f4fe584480b1b0afb2022.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ac42f60fe5f4fe584480b1b0afb2022_uniform_c7_0013_s700055.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700055,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0add4b38f54f0cb7595483a8670a8fd7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0add4b38f54f0cb7595483a8670a8fd7_uniform_c7_0014_s700056.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700056,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0bd81c2333942ce37004f8b0c992aa10.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0bd81c2333942ce37004f8b0c992aa10_uniform_c7_0015_s700057.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700057,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0e2bf9652a6bb839f66d4d0d55a54560.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e2bf9652a6bb839f66d4d0d55a54560_uniform_c7_0016_s700058.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700058,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ee83af7501881d8ceec16164d1bfd45.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ee83af7501881d8ceec16164d1bfd45_uniform_c7_0017_s700059.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700059,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ffc781c553619a8a5c49f596b4cc1ee.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ffc781c553619a8a5c49f596b4cc1ee_uniform_c7_0018_s700060.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700060,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/13205f31e0fb785afac4f208dddf9a51.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/13205f31e0fb785afac4f208dddf9a51_uniform_c7_0019_s700061.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700061,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1471c3a29acf88360ffd7018b061dbd1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1471c3a29acf88360ffd7018b061dbd1_uniform_c7_0020_s700062.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700062,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/19ad415feedf48d0039c6856dacd03dc.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/19ad415feedf48d0039c6856dacd03dc_uniform_c7_0021_s700063.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700063,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1a90665e29449d2882fbfffb08f8bfb9.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1a90665e29449d2882fbfffb08f8bfb9_uniform_c7_0022_s700064.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700064,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7_uniform_c7_0023_s700065.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700065,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/014313402292d8dbc688f9f1c50fa0ad.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/014313402292d8dbc688f9f1c50fa0ad_uniform_c2_0000_s200042.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200042,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02603f28fc8e14b08dfff751d0257860.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02603f28fc8e14b08dfff751d0257860_uniform_c2_0001_s200043.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200043,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02a6dc27eafaacabeca6bf7e32a4130e.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02a6dc27eafaacabeca6bf7e32a4130e_uniform_c2_0002_s200044.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200044,True,,0.0,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/069ca92d094c40a06ae406970e23e115.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/069ca92d094c40a06ae406970e23e115_uniform_c2_0003_s200045.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",200045,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/09bd1862babd7ad92de69e8d98112edc.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/09bd1862babd7ad92de69e8d98112edc_uniform_c2_0004_s200046.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",200046,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0a13a49b1de78259ec8b646e9cb748d8.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0a13a49b1de78259ec8b646e9cb748d8_uniform_c2_0005_s200047.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",200047,True,,0.0,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0a43582113c2f8f9a9f45fac4dc9c9e9.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0a43582113c2f8f9a9f45fac4dc9c9e9_uniform_c2_0006_s200048.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",200048,True,,0.0,0.08,10,1,1,True,True,True,True
