source_image,output_image,class_id,class_name,prompt,seed,accepted,reject_reason,dry_run,bbox_pixel_diff,background_pixel_diff,background_ssim,lpips,verification_passed,verification_fail_reason,mask_padding,inference_steps,label_count_original,label_count_output,label_sanity_ok,output_exists,output_size_matches,nontrivial_image
/content/data/processed_pilot/base/images/train/00db76f676528477c66c93c7d24d7524.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/00db76f676528477c66c93c7d24d7524_uniform_c15_0000_s1500042.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500042,False,verification_failed:background_unchanged,False,2.305717945098877,4.280887603759766,0.9925384947470046,0.014561599120497704,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/019f7906eb4c9cb55d26eaf85a55c888.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/019f7906eb4c9cb55d26eaf85a55c888_uniform_c15_0001_s1500043.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500043,True,already_exists_verified,False,0.580470085144043,25.41952896118164,0.574929252291186,0.5389789342880249,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02995efe494d437a562b788de1c1836d.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02995efe494d437a562b788de1c1836d_uniform_c15_0002_s1500044.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500044,True,already_exists_verified,False,0.469267874956131,18.69976234436035,0.5494461409051338,0.4928581416606903,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02a412b9229b8ca99896791056474ac6.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02a412b9229b8ca99896791056474ac6_uniform_c15_0003_s1500045.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500045,True,already_exists_verified,False,0.2466394603252411,21.79065704345703,0.6891236123306225,0.4562295079231262,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02cf490c16553169edf7a31d27cea041.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/02cf490c16553169edf7a31d27cea041_uniform_c15_0004_s1500046.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500046,False,verification_failed:background_unchanged,False,2.7216298580169678,6.1139044761657715,0.9773108866583392,0.011653454042971134,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/036179030343756747dc138155a452db.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/036179030343756747dc138155a452db_uniform_c15_0005_s1500047.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500047,True,already_exists_verified,False,0.09379688650369644,29.148895263671875,0.5074990453149042,0.5062283873558044,True,,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/03abb6cd9b107dfa28de1cc3fa93f6da.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03abb6cd9b107dfa28de1cc3fa93f6da_uniform_c15_0006_s1500048.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500048,True,already_exists_verified,False,0.19370807707309723,20.2185001373291,0.8436717129834768,0.42097216844558716,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/07036a2bab3c2b6c594df2ff11933fe5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/07036a2bab3c2b6c594df2ff11933fe5_uniform_c15_0007_s1500049.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500049,True,already_exists_verified,False,0.4117559790611267,14.526604652404785,0.7364331951931202,0.28132718801498413,True,,0.08,10,3,3,True,True,True,True
/content/data/processed_pilot/base/images/train/084feea5c395593b21019a5005dc2826.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/084feea5c395593b21019a5005dc2826_uniform_c15_0008_s1500050.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500050,True,already_exists_verified,False,0.21458080410957336,12.161054611206055,0.8001608178485855,0.37365221977233887,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/099cff4d4177ed7910dee11cd426b560.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/099cff4d4177ed7910dee11cd426b560_uniform_c15_0009_s1500051.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500051,True,already_exists_verified,False,2.407801628112793,25.539011001586914,0.5573488592617296,0.4373830258846283,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0bfb6405e0451ac7fb1e119ac0286f0c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0bfb6405e0451ac7fb1e119ac0286f0c_uniform_c15_0010_s1500052.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500052,True,already_exists_verified,False,0.18453015387058258,35.49175262451172,0.44030464916162637,0.6385560035705566,True,,0.08,10,2,2,True,True,True,True
/content/data/processed_pilot/base/images/train/0d92bab5509040796b4e5d2b57257733.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0d92bab5509040796b4e5d2b57257733_uniform_c15_0011_s1500053.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500053,False,verification_failed:background_unchanged,False,3.8210508823394775,8.052617073059082,0.9207664033226188,0.08403277397155762,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/0db493c6bc6f8d71de9c994760c7bfdf.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0db493c6bc6f8d71de9c994760c7bfdf_uniform_c15_0012_s1500054.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500054,True,already_exists_verified,False,0.4738718271255493,30.688539505004883,0.4715064496531556,0.36328619718551636,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ed39399589fdcc0b862b167e27ad0a1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ed39399589fdcc0b862b167e27ad0a1_uniform_c15_0013_s1500055.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500055,True,already_exists_verified,False,0.44159597158432007,49.96846008300781,0.5274291376673144,0.6147400140762329,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/11a750e7654f548964bb592c3ce49f15.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/11a750e7654f548964bb592c3ce49f15_uniform_c15_0014_s1500056.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500056,True,already_exists_verified,False,1.139566421508789,12.108287811279297,0.9530862000167132,0.28587743639945984,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1304476292736068913004132ebd66ad.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1304476292736068913004132ebd66ad_uniform_c15_0015_s1500057.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500057,False,verification_failed:background_unchanged,False,4.296300411224365,4.929474353790283,0.8681935934343482,0.04868317395448685,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/131c595156acce09b0fafe191395f649.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/131c595156acce09b0fafe191395f649_uniform_c15_0016_s1500058.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500058,True,already_exists_verified,False,0.26782599091529846,10.163795471191406,0.7269297188405145,0.10049845278263092,True,,0.08,10,4,4,True,True,True,True
/content/data/processed_pilot/base/images/train/138bbaf5b597d8d87b419aae982fa9da.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/138bbaf5b597d8d87b419aae982fa9da_uniform_c15_0017_s1500059.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500059,False,verification_failed:background_unchanged,False,4.893493175506592,4.567647933959961,0.9804602135545385,0.06609189510345459,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/1894eea5d506832c92e89df379ddc32a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1894eea5d506832c92e89df379ddc32a_uniform_c15_0018_s1500060.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500060,True,already_exists_verified,False,1.2408578395843506,18.984241485595703,0.5518094840769815,0.17407052218914032,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1b651671a5ee1adf39555baff7cde157.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1b651671a5ee1adf39555baff7cde157_uniform_c15_0019_s1500061.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500061,True,already_exists_verified,False,0.2146306037902832,15.7658109664917,0.6661049596941803,0.21648751199245453,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/1c32e3094163151d9ce3f0f99554dfeb.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1c32e3094163151d9ce3f0f99554dfeb_uniform_c15_0020_s1500062.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500062,True,already_exists_verified,False,0.7253162264823914,16.694440841674805,0.7800968604781376,0.050221338868141174,True,,0.08,10,3,3,True,True,True,True
/content/data/processed_pilot/base/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41_uniform_c15_0021_s1500063.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500063,True,already_exists_verified,False,0.3045530319213867,10.841204643249512,0.7939235540717604,0.2536675035953522,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/2380daa4946a0e1f7485778d94dbb2e2.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2380daa4946a0e1f7485778d94dbb2e2_uniform_c15_0022_s1500064.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500064,True,already_exists_verified,False,0.4052511751651764,13.39981460571289,0.7936796818343747,0.328045517206192,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/23e24951b6fe5f7b0ee33c10ce88a36a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/23e24951b6fe5f7b0ee33c10ce88a36a_uniform_c15_0023_s1500065.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500065,True,already_exists_verified,False,0.07351219654083252,22.186708450317383,0.5229497368570435,0.14427222311496735,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/000ec980b5b17156a55093b4bd6004ab.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/000ec980b5b17156a55093b4bd6004ab_uniform_c7_0000_s700042.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700042,True,already_exists_verified,False,0.5618286728858948,16.249717712402344,0.8244232696476899,0.433092325925827,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/005e486c03142ce64736bba86b347b96.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/005e486c03142ce64736bba86b347b96_uniform_c7_0001_s700043.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700043,True,already_exists_verified,False,0.4346086382865906,27.971044540405273,0.5321190118818943,0.5721099972724915,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/02c055a99b4b1054aa46eb299945e6ac.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02c055a99b4b1054aa46eb299945e6ac_uniform_c7_0002_s700044.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700044,True,already_exists_verified,False,0.07930859923362732,10.362156867980957,0.8440052947466516,0.14325812458992004,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/03d5a31cb343f84b6745566c5671075c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03d5a31cb343f84b6745566c5671075c_uniform_c7_0003_s700045.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700045,True,already_exists_verified,False,0.7083184123039246,15.766653060913086,0.82674502252862,0.1987292766571045,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c_uniform_c7_0004_s700046.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700046,True,already_exists_verified,False,0.6041399836540222,29.436918258666992,0.3613229793281804,0.6441246271133423,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0497bafdc79a76f855aa0687526c0265.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0497bafdc79a76f855aa0687526c0265_uniform_c7_0005_s700047.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700047,True,already_exists_verified,False,0.35443347692489624,12.350061416625977,0.544615090712015,0.17515705525875092,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/058c36a1f3c52872ae56cbf9efba3cd7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/058c36a1f3c52872ae56cbf9efba3cd7_uniform_c7_0006_s700048.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700048,True,already_exists_verified,False,1.0389155149459839,22.276199340820312,0.6839978037102754,0.5407698750495911,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/07c22423a1fc3996fa5aef5af0afe152.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/07c22423a1fc3996fa5aef5af0afe152_uniform_c7_0007_s700049.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700049,False,verification_failed:background_unchanged,False,8.205244064331055,4.625372886657715,0.9856873181356323,0.015848949551582336,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/08393207d7a27fa1f1a8ea16025a2e8c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/08393207d7a27fa1f1a8ea16025a2e8c_uniform_c7_0008_s700050.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700050,True,already_exists_verified,False,0.08903142809867859,10.356526374816895,0.9007211691842771,0.1326259821653366,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/089a55b1e605caa0c46b956a3e63e1c5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/089a55b1e605caa0c46b956a3e63e1c5_uniform_c7_0009_s700051.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700051,True,already_exists_verified,False,1.0864933729171753,31.221553802490234,0.2946539293273025,0.10568609833717346,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0978551bc6903340433012137d7d259a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0978551bc6903340433012137d7d259a_uniform_c7_0010_s700052.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700052,True,already_exists_verified,False,0.4118708372116089,12.007850646972656,0.932726299288482,0.2634565234184265,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/09991ea153fbfe09244966d8619f6b70.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/09991ea153fbfe09244966d8619f6b70_uniform_c7_0011_s700053.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700053,False,verification_failed:background_unchanged,False,6.110921859741211,7.876280307769775,0.9462004511965952,0.23112301528453827,False,background_unchanged,0.08,10,1,0,False,True,True,True
/content/data/processed_pilot/base/images/train/09ad162eee432447855e16597924bacc.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/09ad162eee432447855e16597924bacc_uniform_c7_0012_s700054.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700054,True,already_exists_verified,False,1.0722222328186035,18.805139541625977,0.6598132655188994,0.44448357820510864,True,,0.08,10,1,1,True,True,True,True
/content/data/processed_pilot/base/images/train/0ac42f60fe5f4fe584480b1b0afb2022.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ac42f60fe5f4fe584480b1b0afb2022_uniform_c7_0013_s700055.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700055,True,already_exists_verified,False,0.4091251492500305,15.407691955566406,0.8364161617421503,0.4430847764015198,True,,0.08,10,1,1,True,True,True,True
