plan,image,class_id,class_name,prompt,clip_score,lpips
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1f3262b25a8174d834d89387424bdf09_uniform_c1_0023_s100065.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",,0.0198078658431768
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/019f7906eb4c9cb55d26eaf85a55c888_uniform_c15_0001_s1500043.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5389789342880249
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02995efe494d437a562b788de1c1836d_uniform_c15_0002_s1500044.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.4928581416606903
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02a412b9229b8ca99896791056474ac6_uniform_c15_0003_s1500045.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.4562295079231262
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/036179030343756747dc138155a452db_uniform_c15_0005_s1500047.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5062283873558044
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03abb6cd9b107dfa28de1cc3fa93f6da_uniform_c15_0006_s1500048.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.4209721684455871
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/07036a2bab3c2b6c594df2ff11933fe5_uniform_c15_0007_s1500049.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.2813271880149841
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/084feea5c395593b21019a5005dc2826_uniform_c15_0008_s1500050.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.3736522197723388
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/099cff4d4177ed7910dee11cd426b560_uniform_c15_0009_s1500051.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.4373830258846283
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0bfb6405e0451ac7fb1e119ac0286f0c_uniform_c15_0010_s1500052.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.6385560035705566
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0db493c6bc6f8d71de9c994760c7bfdf_uniform_c15_0012_s1500054.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.3632861971855163
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ed39399589fdcc0b862b167e27ad0a1_uniform_c15_0013_s1500055.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.6147400140762329
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/11a750e7654f548964bb592c3ce49f15_uniform_c15_0014_s1500056.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.2858774363994598
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/131c595156acce09b0fafe191395f649_uniform_c15_0016_s1500058.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1004984527826309
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1894eea5d506832c92e89df379ddc32a_uniform_c15_0018_s1500060.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.1740705221891403
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1b651671a5ee1adf39555baff7cde157_uniform_c15_0019_s1500061.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.2164875119924545
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1c32e3094163151d9ce3f0f99554dfeb_uniform_c15_0020_s1500062.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.0502213388681411
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41_uniform_c15_0021_s1500063.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.2536675035953522
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2380daa4946a0e1f7485778d94dbb2e2_uniform_c15_0022_s1500064.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.328045517206192
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/23e24951b6fe5f7b0ee33c10ce88a36a_uniform_c15_0023_s1500065.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.1442722231149673
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/000ec980b5b17156a55093b4bd6004ab_uniform_c7_0000_s700042.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.433092325925827
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/005e486c03142ce64736bba86b347b96_uniform_c7_0001_s700043.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5721099972724915
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02c055a99b4b1054aa46eb299945e6ac_uniform_c7_0002_s700044.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.14325812458992
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03d5a31cb343f84b6745566c5671075c_uniform_c7_0003_s700045.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",,0.1987292766571045
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c_uniform_c7_0004_s700046.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.6441246271133423
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0497bafdc79a76f855aa0687526c0265_uniform_c7_0005_s700047.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.1751570552587509
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/058c36a1f3c52872ae56cbf9efba3cd7_uniform_c7_0006_s700048.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.5407698750495911
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/08393207d7a27fa1f1a8ea16025a2e8c_uniform_c7_0008_s700050.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1326259821653366
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/089a55b1e605caa0c46b956a3e63e1c5_uniform_c7_0009_s700051.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.1056860983371734
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0978551bc6903340433012137d7d259a_uniform_c7_0010_s700052.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.2634565234184265
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/09ad162eee432447855e16597924bacc_uniform_c7_0012_s700054.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.4444835782051086
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ac42f60fe5f4fe584480b1b0afb2022_uniform_c7_0013_s700055.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.4430847764015198
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0add4b38f54f0cb7595483a8670a8fd7_uniform_c7_0014_s700056.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.0392442271113395
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e2bf9652a6bb839f66d4d0d55a54560_uniform_c7_0016_s700058.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.0874040499329567
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ee83af7501881d8ceec16164d1bfd45_uniform_c7_0017_s700059.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",,0.0503287017345428
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ffc781c553619a8a5c49f596b4cc1ee_uniform_c7_0018_s700060.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.3522984683513641
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/13205f31e0fb785afac4f208dddf9a51_uniform_c7_0019_s700061.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",,0.0873951539397239
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1471c3a29acf88360ffd7018b061dbd1_uniform_c7_0020_s700062.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.4647304713726043
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7_uniform_c7_0022_s700064.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",,0.0125890951603651
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1ac7a88fbf2517520099f443c230cfe2_uniform_c7_0023_s700065.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",,0.4568085074424743
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/069ca92d094c40a06ae406970e23e115_uniform_c2_0002_s200044.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.5308215022087097
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0a13a49b1de78259ec8b646e9cb748d8_uniform_c2_0003_s200045.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",,0.028071079403162
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0a43582113c2f8f9a9f45fac4dc9c9e9_uniform_c2_0004_s200046.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1214371994137764
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0c84eefb0eded91310a0b2e4f4bac511_uniform_c2_0006_s200048.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.01040312461555
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0cb13849bf51b225d1a4340a037f80b5_uniform_c2_0007_s200049.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",,0.1779878735542297
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e39fea4972bc2b5eb93c9b21ff1d272_uniform_c2_0008_s200050.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.181511178612709
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e3e2ff51f9f59a22776f66562bcb08d_uniform_c2_0009_s200051.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",,0.0292728003114461
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e8a90a8865410bf0531e8ee82cf477e_uniform_c2_0010_s200052.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.1621527224779129
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1449ed1726c3f56fffe518244afcc828_uniform_c2_0012_s200054.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1365753710269928
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/171f8d0c589550a8674104820239a79a_uniform_c2_0013_s200055.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",,0.3156033754348755
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/19e1a2a35fcb5fe4af34b0f6e623e7ce_uniform_c2_0014_s200056.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.1884492039680481
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1a7dff126f30e32e3ead89d0ab38d2bf_uniform_c2_0015_s200057.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",,0.1770812422037124
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1aaeacb70ebd76b24ee7a924d4904d53_uniform_c2_0016_s200058.jpg,2,AG600,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.3521671891212463
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1be2302e3c64d03f0eb51eee2cc81e29_uniform_c2_0017_s200059.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",,0.317408800125122
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1fcb30a19f21865b02765fe028816039_uniform_c2_0018_s200060.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.322316974401474
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2183dd0d06ae04b0b450edfa7a6b586a_uniform_c2_0021_s200063.jpg,2,AG600,"realistic runway background, military airbase, natural lighting, aviation photography",,0.4040421545505523
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/21ccf26b0f54db5793896c2ee79d024e_uniform_c2_0022_s200064.jpg,2,AG600,"cloudy sky background, realistic atmosphere, aviation photography",,0.216156467795372
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2405877c974ebcc279b0234e6181ae50_uniform_c2_0023_s200065.jpg,2,AG600,"clear blue sky, sunlight, realistic aircraft photography",,0.2984223961830139
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/00ea3b9658576d41ec570bd558e81fe4_uniform_c13_0000_s1300042.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1331067383289337
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06dfca9d58c81975c587ae5240449e4e_uniform_c13_0001_s1300043.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.3071498870849609
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06e1a045924708851620c1366b0e813a_uniform_c13_0002_s1300044.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.5994424819946289
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0f7ebf920a66f19a58b55f62a1c3f988_uniform_c13_0004_s1300046.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.4301508963108063
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0fa0b4fe40111ce7e6a2be5778948070_uniform_c13_0005_s1300047.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.1144621670246124
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/10946ac1f135dd1271d2080dc75410fa_uniform_c13_0006_s1300048.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.0624772310256958
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1147ff5a41547c17ec39fe244595ead1_uniform_c13_0009_s1300051.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5965536832809448
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1460beb77315c837123045d2241d2176_uniform_c13_0010_s1300052.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.361517071723938
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/166311e46b7871b753f56f30b8afc20d_uniform_c13_0011_s1300053.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",,0.0666910037398338
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1b4e14d0629f8b45de82671dc7a867a8_uniform_c13_0012_s1300054.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.0076280836947262
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/21623a68bfff203b8b99aaf420e99af5_uniform_c13_0013_s1300055.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.0567302517592906
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/243b331f851e2115fd94731227145f72_uniform_c13_0014_s1300056.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.1547890156507492
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2b743eb725c1143c884bdd947b3b3677_uniform_c13_0015_s1300057.jpg,13,E7,"clear blue sky, sunlight, realistic aircraft photography",,0.0299913845956325
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/00ea3b9658576d41ec570bd558e81fe4_uniform_c13_0016_s1300058.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.1473285555839538
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06dfca9d58c81975c587ae5240449e4e_uniform_c13_0017_s1300059.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.2814185619354248
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/06e1a045924708851620c1366b0e813a_uniform_c13_0018_s1300060.jpg,13,E7,"cloudy sky background, realistic atmosphere, aviation photography",,0.5493828654289246
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0f7ebf920a66f19a58b55f62a1c3f988_uniform_c13_0020_s1300062.jpg,13,E7,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.4408035278320312
uniform,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0fa0b4fe40111ce7e6a2be5778948070_uniform_c13_0021_s1300063.jpg,13,E7,"realistic runway background, military airbase, natural lighting, aviation photography",,0.1172593086957931
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/05d59a12f6323d082b1cfd07a9673852_selective_c1_0002_s100044.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.2789378762245178
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/05ef1b83fab31eb6a2547c1b5c901873_selective_c1_0003_s100045.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",,0.18348070979118347
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0819904ba018364295a314dc6d1dce9d_selective_c1_0004_s100046.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.10149060934782028
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/09c31c9c8acf27ece476a67280b27a8f_selective_c1_0005_s100047.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",,0.33945727348327637
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0a89565a88041220e21da1029da7996e_selective_c1_0006_s100048.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.3156979978084564
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0c87d94036b714a469ce88b5a56381df_selective_c1_0008_s100050.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.03032292239367962
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0d4df0394b30ef029ebdab78adb0497b_selective_c1_0010_s100052.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.16570720076560974
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0d6d9ddd77e8e06d0ad3f90d86562b77_selective_c1_0011_s100053.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",,0.07897371053695679
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0df039260ed7ea35241dae4fb0ba8ce3_selective_c1_0012_s100054.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.21389971673488617
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0e716f31bca23b339e850909cd87f3ee_selective_c1_0013_s100055.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",,0.10228133201599121
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/10b5be01a0076494be580195fba068b9_selective_c1_0014_s100056.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.08969911187887192
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/123a1d94a3f5fb17755c913227e22ce6_selective_c1_0015_s100057.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",,0.265020489692688
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1404c8bff2966732e6a92d5540b3eee0_selective_c1_0016_s100058.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.25853458046913147
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/171770f46575ca726c7ffc46227791fe_selective_c1_0018_s100060.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.32256290316581726
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/188ca74e68f97684d5093c2922590a8f_selective_c1_0019_s100061.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",,0.2842821776866913
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1baa21016514467a1e39a7681df8a287_selective_c1_0020_s100062.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.5714908242225647
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1e5c8eec9398303eab6d1bd287877de7_selective_c1_0022_s100064.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.25100260972976685
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/1f3262b25a8174d834d89387424bdf09_selective_c1_0023_s100065.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",,0.019807865843176842
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/22d131794372be8b57af55c0993791c9_selective_c1_0024_s100066.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.11848762631416321
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/234ba4fe051452ccc4b2b03bb8c54112_selective_c1_0026_s100068.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",,0.22928674519062042
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/019f7906eb4c9cb55d26eaf85a55c888_selective_c15_0001_s1500043.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5389789342880249
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/02995efe494d437a562b788de1c1836d_selective_c15_0002_s1500044.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.4928581416606903
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/02a412b9229b8ca99896791056474ac6_selective_c15_0003_s1500045.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.4562295079231262
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/036179030343756747dc138155a452db_selective_c15_0005_s1500047.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.5062283873558044
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/03abb6cd9b107dfa28de1cc3fa93f6da_selective_c15_0006_s1500048.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.42097216844558716
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/07036a2bab3c2b6c594df2ff11933fe5_selective_c15_0007_s1500049.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",,0.28132718801498413
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/084feea5c395593b21019a5005dc2826_selective_c15_0008_s1500050.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",,0.37365221977233887
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/099cff4d4177ed7910dee11cd426b560_selective_c15_0009_s1500051.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",,0.4373830258846283
selective,/content/data/processed_pilot/synthetic_inpaint/images/train/0bfb6405e0451ac7fb1e119ac0286f0c_selective_c15_0010_s1500052.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",,0.6385560035705566
