plan,source_image,output_image,class_id,class_name,prompt,seed,accepted,background_pixel_diff,background_ssim,lpips,bbox_pixel_diff,verification_passed,verification_fail_reason,dry_run
uniform,/content/data/processed_pilot/base/images/train/1486c1a22cf03def2caea6b762e38282.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1486c1a22cf03def2caea6b762e38282_uniform_c1_0017_s100059.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",100059,False,6.67125415802002,0.9927118363637172,0.0288745705038309,14.01527500152588,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/171770f46575ca726c7ffc46227791fe.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/171770f46575ca726c7ffc46227791fe_uniform_c1_0018_s100060.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",100060,True,12.017091751098633,0.942936296930856,0.3225994706153869,15.271705627441406,True,,False
uniform,/content/data/processed_pilot/base/images/train/188ca74e68f97684d5093c2922590a8f.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/188ca74e68f97684d5093c2922590a8f_uniform_c1_0019_s100061.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",100061,True,13.935839653015137,0.6726380290422338,0.283601701259613,11.549737930297852,True,,False
uniform,/content/data/processed_pilot/base/images/train/1baa21016514467a1e39a7681df8a287.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1baa21016514467a1e39a7681df8a287_uniform_c1_0020_s100062.jpg,1,A400M,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",100062,True,31.48631477355957,0.5011691925445326,0.5714108943939209,13.071470260620115,True,,False
uniform,/content/data/processed_pilot/base/images/train/1c5d2dc14a867dd109bb37dd5f089d8a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1c5d2dc14a867dd109bb37dd5f089d8a_uniform_c1_0021_s100063.jpg,1,A400M,"realistic runway background, military airbase, natural lighting, aviation photography",100063,False,3.966641187667847,0.8949699778439393,0.0054802452214062,5.077292442321777,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/1e5c8eec9398303eab6d1bd287877de7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1e5c8eec9398303eab6d1bd287877de7_uniform_c1_0022_s100064.jpg,1,A400M,"cloudy sky background, realistic atmosphere, aviation photography",100064,True,19.095783233642575,0.7184011877811579,0.2510790824890136,10.20490550994873,True,,False
uniform,/content/data/processed_pilot/base/images/train/1f3262b25a8174d834d89387424bdf09.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1f3262b25a8174d834d89387424bdf09_uniform_c1_0023_s100065.jpg,1,A400M,"clear blue sky, sunlight, realistic aircraft photography",100065,True,13.269330024719238,0.6452021070344633,0.019741702824831,4.609804153442383,True,,False
uniform,/content/data/processed_pilot/base/images/train/00db76f676528477c66c93c7d24d7524.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/00db76f676528477c66c93c7d24d7524_uniform_c15_0000_s1500042.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500042,False,4.280887603759766,0.9925384947470046,0.0145615991204977,2.305717945098877,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/019f7906eb4c9cb55d26eaf85a55c888.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/019f7906eb4c9cb55d26eaf85a55c888_uniform_c15_0001_s1500043.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500043,True,25.4087028503418,0.5756243928479614,0.5388837456703186,29.21042823791504,True,,False
uniform,/content/data/processed_pilot/base/images/train/02995efe494d437a562b788de1c1836d.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02995efe494d437a562b788de1c1836d_uniform_c15_0002_s1500044.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500044,True,18.6873779296875,0.5499553074686958,0.4941863417625427,7.91504955291748,True,,False
uniform,/content/data/processed_pilot/base/images/train/02a412b9229b8ca99896791056474ac6.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02a412b9229b8ca99896791056474ac6_uniform_c15_0003_s1500045.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500045,True,21.78655433654785,0.6894476140565572,0.456144243478775,8.942843437194824,True,,False
uniform,/content/data/processed_pilot/base/images/train/02cf490c16553169edf7a31d27cea041.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/02cf490c16553169edf7a31d27cea041_uniform_c15_0004_s1500046.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500046,False,6.113904476165772,0.9773108866583392,0.0116534540429711,2.721629858016968,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/036179030343756747dc138155a452db.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/036179030343756747dc138155a452db_uniform_c15_0005_s1500047.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500047,True,29.14817237854004,0.5080794508548835,0.5057735443115234,14.870083808898926,True,,False
uniform,/content/data/processed_pilot/base/images/train/03abb6cd9b107dfa28de1cc3fa93f6da.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03abb6cd9b107dfa28de1cc3fa93f6da_uniform_c15_0006_s1500048.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500048,True,20.22039604187012,0.8443016505200457,0.4221807718276977,7.331104755401611,True,,False
uniform,/content/data/processed_pilot/base/images/train/07036a2bab3c2b6c594df2ff11933fe5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/07036a2bab3c2b6c594df2ff11933fe5_uniform_c15_0007_s1500049.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500049,True,14.51672077178955,0.7366672498188449,0.2814105749130249,20.74543571472168,True,,False
uniform,/content/data/processed_pilot/base/images/train/084feea5c395593b21019a5005dc2826.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/084feea5c395593b21019a5005dc2826_uniform_c15_0008_s1500050.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500050,True,12.148688316345217,0.8008074736241396,0.373470664024353,6.78241491317749,True,,False
uniform,/content/data/processed_pilot/base/images/train/099cff4d4177ed7910dee11cd426b560.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/099cff4d4177ed7910dee11cd426b560_uniform_c15_0009_s1500051.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500051,True,25.517290115356445,0.5579752322816475,0.437363862991333,7.197876453399658,True,,False
uniform,/content/data/processed_pilot/base/images/train/0bfb6405e0451ac7fb1e119ac0286f0c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0bfb6405e0451ac7fb1e119ac0286f0c_uniform_c15_0010_s1500052.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500052,True,35.4681282043457,0.4407456345325943,0.6381350755691528,27.56968307495117,True,,False
uniform,/content/data/processed_pilot/base/images/train/0d92bab5509040796b4e5d2b57257733.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0d92bab5509040796b4e5d2b57257733_uniform_c15_0011_s1500053.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500053,False,8.052617073059082,0.9207664033226188,0.0840327739715576,3.8210508823394775,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/0db493c6bc6f8d71de9c994760c7bfdf.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0db493c6bc6f8d71de9c994760c7bfdf_uniform_c15_0012_s1500054.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500054,True,30.71313095092773,0.4720609525407051,0.3634013831615448,9.244731903076172,True,,False
uniform,/content/data/processed_pilot/base/images/train/0ed39399589fdcc0b862b167e27ad0a1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ed39399589fdcc0b862b167e27ad0a1_uniform_c15_0013_s1500055.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500055,True,49.96760940551758,0.527785839098385,0.6145886778831482,15.951105117797852,True,,False
uniform,/content/data/processed_pilot/base/images/train/11a750e7654f548964bb592c3ce49f15.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/11a750e7654f548964bb592c3ce49f15_uniform_c15_0014_s1500056.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500056,True,12.10319709777832,0.9533720292866082,0.2951906323432922,6.843135833740234,True,,False
uniform,/content/data/processed_pilot/base/images/train/1304476292736068913004132ebd66ad.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1304476292736068913004132ebd66ad_uniform_c15_0015_s1500057.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500057,False,4.929474353790283,0.8681935934343482,0.0486831739544868,4.296300411224365,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/131c595156acce09b0fafe191395f649.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/131c595156acce09b0fafe191395f649_uniform_c15_0016_s1500058.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500058,True,10.148540496826172,0.7272591973383657,0.1007645279169082,7.567989826202393,True,,False
uniform,/content/data/processed_pilot/base/images/train/138bbaf5b597d8d87b419aae982fa9da.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/138bbaf5b597d8d87b419aae982fa9da_uniform_c15_0017_s1500059.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500059,False,4.567647933959961,0.9804602135545384,0.0660918951034545,4.893493175506592,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/1894eea5d506832c92e89df379ddc32a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1894eea5d506832c92e89df379ddc32a_uniform_c15_0018_s1500060.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500060,True,18.97538375854492,0.5524326837478751,0.1736825108528137,8.292391777038574,True,,False
uniform,/content/data/processed_pilot/base/images/train/1b651671a5ee1adf39555baff7cde157.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1b651671a5ee1adf39555baff7cde157_uniform_c15_0019_s1500061.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500061,True,15.795305252075195,0.666163249907559,0.2175765037536621,4.522970676422119,True,,False
uniform,/content/data/processed_pilot/base/images/train/1c32e3094163151d9ce3f0f99554dfeb.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1c32e3094163151d9ce3f0f99554dfeb_uniform_c15_0020_s1500062.jpg,15,F117,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",1500062,True,16.713275909423828,0.7800455825894991,0.0489790588617324,9.69664192199707,True,,False
uniform,/content/data/processed_pilot/base/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1d7c0b844f5ff19a9a0ad61e2db08d41_uniform_c15_0021_s1500063.jpg,15,F117,"realistic runway background, military airbase, natural lighting, aviation photography",1500063,True,10.795263290405272,0.7941700983103522,0.2498010396957397,5.317913055419922,True,,False
uniform,/content/data/processed_pilot/base/images/train/2380daa4946a0e1f7485778d94dbb2e2.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/2380daa4946a0e1f7485778d94dbb2e2_uniform_c15_0022_s1500064.jpg,15,F117,"cloudy sky background, realistic atmosphere, aviation photography",1500064,True,13.394987106323242,0.7935073648835432,0.3299952447414398,5.558443069458008,True,,False
uniform,/content/data/processed_pilot/base/images/train/23e24951b6fe5f7b0ee33c10ce88a36a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/23e24951b6fe5f7b0ee33c10ce88a36a_uniform_c15_0023_s1500065.jpg,15,F117,"clear blue sky, sunlight, realistic aircraft photography",1500065,True,22.14797592163086,0.5235009626896153,0.1443752944469452,5.257623195648193,True,,False
uniform,/content/data/processed_pilot/base/images/train/000ec980b5b17156a55093b4bd6004ab.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/000ec980b5b17156a55093b4bd6004ab_uniform_c7_0000_s700042.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700042,True,16.25673484802246,0.824444284795929,0.439241349697113,8.80424976348877,True,,False
uniform,/content/data/processed_pilot/base/images/train/005e486c03142ce64736bba86b347b96.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/005e486c03142ce64736bba86b347b96_uniform_c7_0001_s700043.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700043,True,27.988746643066406,0.5326885007528397,0.5719552040100098,15.551384925842283,True,,False
uniform,/content/data/processed_pilot/base/images/train/02c055a99b4b1054aa46eb299945e6ac.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/02c055a99b4b1054aa46eb299945e6ac_uniform_c7_0002_s700044.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700044,True,10.345319747924805,0.8440140785102812,0.1444467604160308,3.909382581710816,True,,False
uniform,/content/data/processed_pilot/base/images/train/03d5a31cb343f84b6745566c5671075c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/03d5a31cb343f84b6745566c5671075c_uniform_c7_0003_s700045.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700045,True,15.772296905517578,0.8275775687173743,0.1982979327440261,2.6105260848999023,True,,False
uniform,/content/data/processed_pilot/base/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0431ca5a6a5479e5d2eb6a8c3e42ec6c_uniform_c7_0004_s700046.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700046,True,29.448261260986328,0.3615610098703125,0.647315263748169,12.21392822265625,True,,False
uniform,/content/data/processed_pilot/base/images/train/0497bafdc79a76f855aa0687526c0265.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0497bafdc79a76f855aa0687526c0265_uniform_c7_0005_s700047.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700047,True,12.308774948120115,0.5456057470928771,0.1755689829587936,11.09228515625,True,,False
uniform,/content/data/processed_pilot/base/images/train/058c36a1f3c52872ae56cbf9efba3cd7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/058c36a1f3c52872ae56cbf9efba3cd7_uniform_c7_0006_s700048.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700048,True,22.28383445739746,0.6846027042878811,0.5445365905761719,15.221141815185549,True,,False
uniform,/content/data/processed_pilot/base/images/train/07c22423a1fc3996fa5aef5af0afe152.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/07c22423a1fc3996fa5aef5af0afe152_uniform_c7_0007_s700049.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700049,False,4.625372886657715,0.9856873181356324,0.0158489495515823,8.205244064331055,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/08393207d7a27fa1f1a8ea16025a2e8c.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/08393207d7a27fa1f1a8ea16025a2e8c_uniform_c7_0008_s700050.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700050,True,10.331732749938965,0.9011653034532788,0.1315509974956512,6.618429183959961,True,,False
uniform,/content/data/processed_pilot/base/images/train/089a55b1e605caa0c46b956a3e63e1c5.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/089a55b1e605caa0c46b956a3e63e1c5_uniform_c7_0009_s700051.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700051,True,31.215625762939453,0.2950532808339087,0.1058116257190704,11.733962059020996,True,,False
uniform,/content/data/processed_pilot/base/images/train/0978551bc6903340433012137d7d259a.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0978551bc6903340433012137d7d259a_uniform_c7_0010_s700052.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700052,True,12.05268383026123,0.9331908988498068,0.2631185352802276,21.844757080078125,True,,False
uniform,/content/data/processed_pilot/base/images/train/09991ea153fbfe09244966d8619f6b70.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/09991ea153fbfe09244966d8619f6b70_uniform_c7_0011_s700053.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700053,False,7.876280307769775,0.9462004511965952,0.2311230152845382,6.110921859741211,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/09ad162eee432447855e16597924bacc.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/09ad162eee432447855e16597924bacc_uniform_c7_0012_s700054.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700054,True,18.765554428100582,0.660492952781687,0.4466630518436432,32.8353271484375,True,,False
uniform,/content/data/processed_pilot/base/images/train/0ac42f60fe5f4fe584480b1b0afb2022.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ac42f60fe5f4fe584480b1b0afb2022_uniform_c7_0013_s700055.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700055,True,15.41611385345459,0.8366791241005943,0.4461040496826172,11.869279861450195,True,,False
uniform,/content/data/processed_pilot/base/images/train/0add4b38f54f0cb7595483a8670a8fd7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0add4b38f54f0cb7595483a8670a8fd7_uniform_c7_0014_s700056.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700056,True,11.201605796813965,0.817047232777933,0.0395378172397613,7.227332592010498,True,,False
uniform,/content/data/processed_pilot/base/images/train/0bd81c2333942ce37004f8b0c992aa10.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/0bd81c2333942ce37004f8b0c992aa10_uniform_c7_0015_s700057.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700057,False,9.61913776397705,0.846968408102772,0.2743063569068908,3.957496404647827,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/0e2bf9652a6bb839f66d4d0d55a54560.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0e2bf9652a6bb839f66d4d0d55a54560_uniform_c7_0016_s700058.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700058,True,16.895952224731445,0.765473713840076,0.0866114795207977,5.217813491821289,True,,False
uniform,/content/data/processed_pilot/base/images/train/0ee83af7501881d8ceec16164d1bfd45.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ee83af7501881d8ceec16164d1bfd45_uniform_c7_0017_s700059.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700059,True,19.22763442993164,0.5175061845768748,0.0489199422299861,6.671646118164063,True,,False
uniform,/content/data/processed_pilot/base/images/train/0ffc781c553619a8a5c49f596b4cc1ee.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/0ffc781c553619a8a5c49f596b4cc1ee_uniform_c7_0018_s700060.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700060,True,17.441495895385742,0.7603178002232953,0.348116010427475,12.90084171295166,True,,False
uniform,/content/data/processed_pilot/base/images/train/13205f31e0fb785afac4f208dddf9a51.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/13205f31e0fb785afac4f208dddf9a51_uniform_c7_0019_s700061.jpg,7,Be200,"clear blue sky, sunlight, realistic aircraft photography",700061,True,16.082717895507812,0.6314602072880071,0.0903910771012306,10.079687118530272,True,,False
uniform,/content/data/processed_pilot/base/images/train/1471c3a29acf88360ffd7018b061dbd1.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1471c3a29acf88360ffd7018b061dbd1_uniform_c7_0020_s700062.jpg,7,Be200,"realistic sky background, natural lighting, aviation photography, high resolution, realistic clouds",700062,True,19.49767303466797,0.6062202471590517,0.4656770825386047,24.807018280029297,True,,False
uniform,/content/data/processed_pilot/base/images/train/1a90665e29449d2882fbfffb08f8bfb9.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/rejected/1a90665e29449d2882fbfffb08f8bfb9_uniform_c7_0021_s700063.jpg,7,Be200,"realistic runway background, military airbase, natural lighting, aviation photography",700063,False,5.661928653717041,0.9862984721275948,0.0609346516430377,5.400733947753906,False,background_unchanged,False
uniform,/content/data/processed_pilot/base/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7.jpg,/content/data/processed_pilot/synthetic_inpaint/uniform/images/train/1aa2def8c6fb309a9d0d6a1e2ae0b1e7_uniform_c7_0022_s700064.jpg,7,Be200,"cloudy sky background, realistic atmosphere, aviation photography",700064,True,10.097129821777344,0.8541547703012261,0.0113267479464411,7.521043300628662,True,,False
